name,latitude,longitude,2013,2014,2015,2016,2017,2018,2019
Rock Farm,34.9656,-79.6097,5.865,9.33,9.146,9.325000000000000,9.626,8.849,9.088000000000000
Rock Solid,40.2297,-74.2258,,0.403,13.571,12.458,12.805,11.93,13.364
Rockfish Solar LLC,38.5915,-76.8749,,,7.007000000000000,20.268,20.128,18.815,20.274
Rockingham Solar  LLC,34.9807,-79.6037,,,1.041,9.751,10.253,9.384,9.405
Rockwell Solar LLC,35.5417,-80.4747,,0,5.7090000000000000,6.353,6.1000000000000000,5.751,5.381
Rollingstone Holdco CSG,44.1144,-91.7912,,,,,,,0.228
Roper Farm  LLC,35.1875,-81.4407,,,,10.514,10.031,9.48,9.604000000000000
Rosemount Community Solar,44.7224,-93.0229,,,,0,8.004,8.768,7.188
Roswell Solar  LLC,33.4529,-104.4611,,,,55.816,171.448,188.42000000000000,164.512
Route 14A CDG Solar North and South LLC,42.8151,-77.0461,,,,,,0,5.63
Roxboro Farm,36.4797,-78.9174,,7.9270000000000000,9.119,9.491,9.189,7.97,7.901
Roxboro Solar Farm  LLC,36.3268,-78.6222,,,,8.744,9.282,8.771,9.239
Royal Solar,35.216,-78.689,,,1.728,8.913,9.097,8.904,8.775
Rutan,34.6439,-118.1631,,10.043000000000000,4.229,4.204,4.091,3.987,3.863
Rutherford Farm,35.2578,-81.8306,,,,3.4,139.196,131.764,137.995
SCDA Solar 1,38.6902,-121.5865,,,,,1.231,2.339,14.883000000000000
SCE&G Nimitz CSG,32.4978,-80.9561,,,,,,5.712,15.801
SCE&G Springfield CSG,33.491,-81.297,,,,,,4.675,11.191
SEGS III,35.0069,-117.5558,62.178,58.830000000000000,58.981,55.882000000000000,44.783,0,38.242
SEGS IV,35.0122,-117.5557,63.299,58.369,59.24700000000000,55.331000000000000,43.752,0,41.865
SEGS IX,35.033,-117.338,168.856,159.803,163.276,157.969,151.663,152.022,140.268
SEGS V,35.0195,-117.5555,62.533,60.197,58.634,55.842000000000000,51.642000000000000,0,41.424
SEGS VI,35.021,-117.5661,58.667,55.827000000000000,54.713000000000000,50.7,45.893,43.423,0
SEGS VII,35.0148,-117.5659,54.473,52.488,47.456,41.926,43.65,39.662,0
SEGS VIII,35.0308,-117.3563,158.026,159.038,157.195,156.267,143.752,148.275,137.478
SEPV 8,34.1719,-116.1525,20.024,33.065,34.141,33.115,32.973,34.047000000000000,32.603
SEPV Imperial Dixieland West,32.7941,-115.7793,,,,0.10400000000000000,8.703,9.026,8.842
SEPV Mojave West,35.0229,-118.2827,,,,21.637,57.114000000000000,57.242000000000000,54.686
SEPV Palmdale East,34.6131,-117.9389,,,11.06,27.371000000000000,26.41,27.019000000000000,25.982
SEPV9 Power Plant,34.1922,-116.0903,13.527000000000000,26.032,25.487000000000000,24.330000000000000,25.62,24.604,24.523
SFDK Solar,38.1322,-122.232,,,,,,,0.069
SID Solar I  LLC,35.2586,-81.5056,,,1.0230000000000000,9.241,8.862,8.446,8.454
SJA Solar LLC-Solterra Monastery CSG,42.2834,-72.0085,,,,0.55,23.228,22.052,23.374
SL Babylon,40.7308,-73.3758,,,,,0.41000000000000000,13.475,13.949
SMUD at Grundman,38.3647,-121.4128,37.614000000000000,34.798,34.515,32.147,31.952,33.14,32.416000000000000
SPS1 Dollarhide,32.1274,-103.1378,23.019000000000000,22.119,21.264,11.929,19.073,17.61,19.03
SPS2 Jal,32.1836,-103.1831,23.262,22.225,21.347,12.145,18.922,19.372,19.834
SPS3 Lea,32.4697,-103.3233,22.866,22.331,20.601,11.535,16.027,18.939,18.209
SPS4 Monument,32.6819,-103.3036,24.312,23.198,22.368000000000000,12.616,16.493000000000000,20.382,20.615000000000000
SPS5 Hopi,32.3456,-104.2347,23.95,22.033,21.249,12.504,19.046,19.968,18.591
SR Arlington II,31.4155,-84.8307,,,,,,,16.653
SR Camden,33.6315,-92.7036,,,0.927,24.542,26.561,26.923000000000000,26.019000000000000
SR Hazlehurst,31.8103,-82.575,,,4.174,38.667,38.728,37.459,38.189
SR Houston,33.9267,-88.9976,,,,0,4.68,4.526,3.975
SR Jenkins Ft Lupton,40.0814,-104.7467,,,,20.184,30.512,31.29,30.883
SR Jonesborough,36.252,-82.5209,,,,,,0.049,8.598
SR Kersey,40.3862,-104.551,,,,,1.7730000000000000,8.423,8.252
SR Mavericks,40.23,-105.03,,,,0.385,14.450000000000000,14.696,13.870000000000000
SR Platte Solar Farm,40.1817,-104.6921,,,,,2.578,38.754,37.769
Sabattus Solar LLC,35.819,-78.135,,,,,,,0.836
Sacramento Regional County Sanitation PV,38.4486,-121.4637,,,,,0,7.239,7.72
Saddle Mountain Solar I,33.3783,-113.1808,39.178,37.559,35.779,47.762,,34.527,35.179
Sadiebrook NC Solar,34.44,-78.658,,,,,,3.7030000000000000,8.354000000000000
Sage Solar I-III,41.77,-111.06,,,,,,,21.57435
Saint Albans Solar,44.7797,-73.1058,,,,,,0.337,6.176
Salinas,17.9786,-66.2205,,,,,,,
Salisbury Solar,35.6326,-80.4226,,,,,,2.578,7.833
Saluda Solar  LLC,33.9684,-81.7829,,,,0.28300000000000000,3.39,13.192,13.079
Saluda Solar II,34.011,-81.739,,,,,3.625,6.6850000000000000,6.462
Samarcand Solar Farm  LLC,35.3117,-79.695,,0.002,9.064,9.627,9.371,8.485,8.428
San Fermin Solar Farm,18.4055,-65.9077,,,,,,,
San Isabel Solar  LLC,37.372,-104.843,,,,4.287,66.668,75.417,74.051
San Joaquin Solar,36.527,-120.149,,,,,,11.317,38.908
San Luis Valley Solar Ranch,37.6945,-105.9276,72.734,78.493,73.776,77.242,76.257,77.687,72.81700000000000
San Miguel I Solar Energy Center,35.6346,-105.1784,,,,,,,8.872
San Miguel II Solar Energy Center,35.6347,-105.1732,,,,,,,4.833
San Pablo Raceway,34.7237,-118.2803,,,,,,,89.681
Sand Drag LLC,35.9828,-120.1103,42.32,40.729,40.597,40.166000000000000,33.936,35.372,31.748
Sandoval Solar Energy Center,35.2836,-106.8128,,0.034,15.357000000000000,16.243000000000000,16.354,16.289,15.325000000000000
Sandstone Solar,33.0356,-111.4303,,,2.532,121.501,124.218,123.177,120.772
Sandy Solar,36.33,-76.058,,,,,,8.534,6.509
Santa Fe Solar Energy Center,35.5878,-106.0609,,,2.343,22.187,21.632,24.097,23.882
Santolina Solar Energy Center,35.0297,-106.8555,,,1.55,25.331,26.382,26.573,24.706
Sappony Solar LLC,36.9405,-77.4178,,,,,2.361,39.067,43.598
Sarah Solar,36.1394,-78.1469,,,4.031,8.489,2.29,8.538,7.779
Saratoga Solar LLC,43.0738,-73.904,,,,,,,0
Sartell Holdco CSG,45.3644,-94.1233,,,,,,,3.9
Sayreville Solar Project,40.438,-74.336,,,,,,,1.227
Scandia CSG,45.2528,-92.8766,,,,,,9.448,8.542
Scenic Hill Solar III,35.4671,-93.5152,,,,,,10.497,10.161
Schell Solar Farm,36.4356,-77.5664,,,,0.163,9.141,8.698,9.192
Scott Solar Farm,37.523,-77.934,,,,0.66,30.262,13.348,21.111
Scott-II Solar LLC,37.5262,-77.9446,,,,,0.59,37.374,40.859
Seaboard Solar LLC,36.4769,-77.4678,,,,4.412,9.046,8.545,9.082
Seabrook Solar,32.5645,-80.742,,,,,,,4.534
Seabrook Solar Plant,39.485,-75.215,5.829,4.923,4.5200000000000000,10.734,10.441,9.785,9.02
Seabrook Village,40.2342,-74.0872,,,,0.625,4.7090000000000000,4.543,4.9670000000000000
Searchlight Solar,35.4797,-114.9361,,1.613,48.39,48.624,47.939,49.186,47.991
Sedberry Farm,35.2439,-79.3217,,,,0.275,9.5,8.892,8.997
Selma Solar LLC,35.5764,-78.1833,,2.375,7.79,9.589,9.402000000000000,8.951,8.966
Selmer Farm LLC,35.1497,-88.5553,,3.8930000000000000,27.292,27.795,27.509,25.642,25.92
Selmer I,35.1406,-88.5511,,,,0,4.781,29.531000000000000,30.519000000000000
Selmer II,35.1661,-88.6467,,,,0,8.229000000000000,15.535,15.426
Seville 1,33.1125,-116.0139,,,0.258,65.602,61.731,52.417,52.47
Seville 2,33.1101,-116.0059,,,0.6920000000000000,98.659,92.06400000000000,89.273,84.3
Shaffer,42.5942,-71.2494,,1.848,6.913,6.908,6.546,6.941,6.7540000000000000
Shafter Solar LLC,35.3933,-119.1278,,,35.343,51.662,52.359,52.04,51.837
Shankle Solar Center LLC,34.9439,-79.1958,,,8.579,14.873000000000000,9.713000000000000,8.517,7.932
Shannon Farm,34.8475,-79.1289,9.555,9.163,8.766,9.169,9.546,8.513,8.349
Shasta Solar Farm,41.0314,-121.4225,,6.8420000000000000,7.847,7.692,7.69,6.945,7.23
Shaw Creek Solar  LLC,33.6747,-81.7544,,,,,,,32.853
Shawboro PV1,36.4333,-76.0872,,,0.579,37.583,38.6,37.945,33.552
Shelter Solar,34.9838,-79.268,,,,,,0.03,9.109
Sherburne Community Solar,45.4381,-94.0442,,,,,,5.635,6.82
Sherburne North Project CSG,45.4978,-94.1143,,,,,,2.012,6.386
Shiloh Hwy Solar,36.27,-76.033,,,,,,,9.779
Shoe Creek Solar  LLC,34.8449,-79.3847,,,,,0,119.437,142.241
Shoreham Solar Commons,40.9344,-72.8885,,,,,,22.416,46.561
Sierra Solar Greenworks,34.7036,-118.3342,,,2.988,44.723,44.033,45.038000000000000,42.635
Sierra SunTower Solar Gen Station,34.7306,-118.135,0.094,0,,,,,
Sigmon Catawba Farm,35.6122,-81.2433,,7.12206,8.397,9.799,9.074,8.025,8.878
Siler 421 Farm  LLC,35.7474,-79.4497,,,,0.277,10.35,9.699,10.011000000000000
Silver State Solar Power North,35.7931,-115.3503,122.248,119.792,119.82600000000000,117.546,116.607,118.054,113.676
Silver State Solar Power South,35.63,-115.32,,,8.595,558.588,711.159,710.894,654.772
Simcoe Solar,43.2884,-115.9554,,,,,35.421,49.203,48.338
Simon Solar Farm LLC,33.6781,-83.6758,6.195,59.77,55.711,60.999,56.318,45.509,54.751
Simons Farm,36.3064,-76.9972,,,,4.437,9.66,9.463000000000000,9.492
Skylark,40.5779,-104.8948,,,0.116,9.096,9.121,9.195,8.748
Snow Camp Solar  LLC,35.8627,-79.4235,,,,9.069,11.598,10.837,11.104000000000000
SoINCPower5  LLC,36.0528,-77.7625,,,7.077,8.833,10.83,9.919,10.781
SoINCPower6  LLC,36.443,-76.581,,,0.53,9.621,11.004,10.736,7.382000000000000
Sol Orchard El Centro PV,32.8033,-115.5464,3.927,52.322,51.79,51.276,49.024,48.258,46.706
SolaireHolman Solar Project,30.4551,-103.4747,,,,,73.07600000000000,106.012,121.24000000000000
Solana Generating Station,32.9223,-112.9559,89.248,603.567,718.843,643.67,723.966,776.013,791.642
Solar Blythe 2,33.6187,-114.6962,,,,,47.921,50.106,58.757
Solar Blythe LLC,33.5917,-114.7444,47.624,46.74,45.908,45.47,44.008,42.291000000000000,43.32
Solar Borrego I,33.2989,-116.3508,66.993,73.138,71.444,71.08200000000000,69.024,68.512,66.362
Solar Gen 2 Solar Facility,33.08,-115.47,,19.353,418.801,418.43,405.357,385.067,379.991
Solar Glynn,31.25,-81.433,,,,0,32.272,31.316,31.274
Solar Las Vegas MB-1,36.0886,-115.1778,,,9.625,9.281,9.797,9.28818,9.985
Solar Oasis LLC,34.6489,-118.0767,,,,59.114000000000000,57.911,57.119,55.282000000000000
Solar Photovoltaic Project #11,34.0758,-117.2414,,,6.461,6.247,6.203,6.3660000000000000,4.63
Solar Photovoltaic Project #13,34.0835,-117.2356,,,6.651,6.178,5.897,4.838,3.494
Solar Photovoltaic Project #15,34.0792,-117.5167,1.697,4.574,5.03,4.264,3.722,4.22,2.932
Solar Photovoltaic Project #17,34.0728,-117.5033,,,5.924,5.257,3.9370000000000000,3.84,3.402
Solar Photovoltaic Project #26,34.1312,-117.4253,,,10.790000000000000,10.271,10.192,7.518,6.184
Solar Photovoltaic Project #28,34.0942,-117.2742,,,6.4430000000000000,5.543,4.881,5.017,3.632
Solar Photovoltaic Project #42,36.0281,-119.0747,9.366,8.862,9.285,8.781,8.134,7.42,8.169
Solar Photovoltaic Project #48,34.0811,-117.2281,,,8.992,6.954,8.467,7.852,6.017
Solar Star 1,34.8181,-118.4036,,325.345,821.889,679.158,905.5310000000000,906.341,861.867
Solar Star 2,34.8486,-118.3528,,380.056,798.402,767.8480000000000,768.189,790.09,756.373
Solar Star California  XLI  LLC,34.839,-118.3868,,,,15.42798,151.68,156.857,155.729
Solar Star California  XLIV  LLC,34.5119,-117.9228,,,,0.913,26.457,25.027,26.343
Solar Star North Carolina II LLC,36.425,-77.064,10.120000000000000,10.268,10.057,9.472,9.537,9.346,6.723
Solar Star Oregon II,44.1843,-120.918,,,,,15.588000000000000,126.60600000000000,126.039
Solean Solar Project,42.0869,-78.4482,,,,,,7.476,8.116
Solten Plainville 6000  LLC,42.0412,-71.2933,,,,,2.353,7.292,7.5360000000000000
Soluga Farms 1,35.2431,-78.3869,,5.218,9.111,9.35,9.215,8.825000000000000,8.939
Soluga Farms 2 LLC,34.5,-78.6892,,3.11652,9.078,9.445,9.512,8.613,8.585
Soluga Farms III,35.2193,-78.6733,,,,10.3,9.883000000000000,9.425,9.585
Soluga Farms IV,35.2187,-78.6695,,,,,,1.792,6.039
Solverde 1,34.6557,-118.2982,,,,3.104,223.227,223.91400000000000,218.852
Somers Solar Center  LLC,41.955,-72.4458,0,8.439,9.847,10.370000000000000,9.588000000000000,9.144,9.614
Sonne One,35.4372,-77.8336,,,,10.007,10.296,8.83,9.523
Sonne Two,35.6567,-81.1836,,,,0.20600000000000000,10.028,9.774000000000000,9.657
Sophie Solar,35.305,-81.6969,,,,5.19,8.182,7.62,8.06
Soul City Solar,36.25,-78.25,,,3.29,5.711,5.595,5.295,5.319
South Louisburg Solar,36.057,-78.308,,,,2.016,10.135,9.816,9.934000000000000
South Mills Solar  LLC,45.7301,-107.6326,,,,,4.247,5.8,4.338
South Robeson Farm,34.5611,-79.281,9.32,9.162,8.918000000000000,8.847,9.519,8.544,8.364
South Valley Solar Energy Center,34.9861,-106.7361,,,0.745,24.725,19,25.253,24.17
South Winston Farm  LLC,36.0288,-80.302,,,,9.444,9.408,8.939,9.276
Southampton Solar  LLC,36.614,-77.166,,,,,19.745,207.258,223.874
Southbridge PV,42.0474,-71.9929,,3.2920000000000000,4.021,4.251,3.864,3.494,1.6360000000000000
Southerland Farm Solar,36.2656,-78.3678,,,,0.54,9.645,7.551,9.677
Southern Current One  LLC,32.9473,-81.2159,,,,,0.226,18.842,20.161
Southern Sky Renew Energy Berkley LLC,41.8378,-71.0913,,,,5.021,4.353,4.0200000000000000,4.614
Southwick Solar PV,42.05,-72.75,,,,,,0,7.383
Space Coast Next Gen Solar Energy,28.4586,-80.6811,18.169,17.551000000000000,17.682,18.3,15.557,17.546,16.554000000000000
Spartan,40.0478,-74.6165,,,,,10.578,13.771,13.81
Spartan PV 1  LLC,42.7151,-84.4824,,,,,0.312,13.717,13.056000000000000
Spectrum Solar PV Power Project,36.23,-114.87,21.686,83.229,82.998,81.849,83.217,83.273,81.863
Spencer Farm  LLC,35.7129,-80.4079,,,,,8.085,8.929,9.023
Spicewood Solar Farm LLC,35.3025,-79.7017,,3.59667,8.83,8.8,8.296,8.416,8.46
Spring Valley Farm 2  LLC,36.3711,-78.4153,,,,,8.642,9.114,9.457
Springbok 3 Solar Farm Hybrid,35.1712,-118.0017,,,,,,,112.586
Springbok Solar Farm 1,35.2492,-117.9553,,,,125.68,299.242,297.993,290.089
Springbok Solar Farm 2,35.25,-117.9768,,,,79.19200000000000,417.618,406.986,408.661
Springfield Solar 1 LLC,37.2464,-93.1664,,4.646,9.023,8.9,8.599,8.40355,7.6240000000000000
Springfield Solar PV,42.1345,-72.5497,,,,,,,5.591
Springfield Solar Project,40.0321,-74.6474,,,,,,1.556,8.989
St. Cloud Solar CSG,45.4774,-94.1213,,,,,,5.144,6.781000000000000
St. Matthews Solar,33.6867,-80.7586,,,,,5.83,22.157,21.157
St. Paul Intl Airport Red & Blue Parking,44.88,-93.21,,,0.077,3.185,2.1192000000000000,3.092,2.153
St. Pauls Solar 1  LLC,34.7716,-78.9836,,,,,8.269,9.319,9.076
St. Pauls Solar 2,34.7691,-78.981,,,,,3.851,9.322000000000000,9.564
Stagecoach Solar,36.4147,-78.4597,,,4.662,8.856,9.056000000000000,7.852,8.986
Stainback Solar Farm,36.3953,-78.3283,,,,2.126,9.982000000000000,9.213000000000000,9.73
Stanford Campus Solar,37.4343,-122.1608,,,,,,6.799,6.344
Star Solar,36.08,-78.8239,,,,6.067,9.703,9.303,9.403
Starr,35.0154,-78.3508,,,,,,,7.039000000000000
Starratt Solar,30.4944,-81.6006,,,,,,,9.579
Starvation,43.5022,-119.1485,,,,,,,0.17
Stateline Solar,35.6,-115.4,,,10,547.804,657.742,667.522,644.143
Statesville Solar,35.7397,-80.7124,,,,,0,8.891,9.586
Staunton,39.4575,-87.2082,,,,,,0,4.15
Stenner Creek Solar,35.32,-120.691,,,,,,6.78,9.675
Sterling Solar (TX),33.1662,-96.1726,,,,,,0.977,15.896
Stikeleather Farm,35.9022,-81.1061,,,9.77,9.971,9.264,9.007,9.076
Stockton Athletic Center,39.4884,-74.5353,1.357,1.343,1.3900000000000000,1.357,1.34,1.2670000000000000,1.3
Stone Solar,34.5831,-79.0318,,,,3.149,10.566,9.578,9.492
Stout Farm,36.0792,-79.1997,,0.482,8.864,6.61,8.759,8.526,8.545
Strider Solar  LLC,35.6,-79.79,,,,,,,9.492
Stroud Solar Station,36.5314,-120.1069,44.933,42.715,40.966,38.539,34.751,37.339,33.509
Stuttgart Solar,34.4397,-91.44,,,,,,162.934,162.317
Sugar Run Solar,36.4378,-76.5978,,,0,9.239,10.215,9.743,10.326
Sugarhill Road - Solitude Solar CSG,42.8226,-73.8485,,,,,,,0.846
Sullivan Solar  LLC,39.132,-87.4138,,,,2.496,9.643,6.7620000000000000,9.049
Sulphur Springs,32.0628,-109.9193,,,,4.656,52.961,54.435,51.926
Summer North Solar,34.7231,-118.2897,,0.552,14.35,16.543,15.752,16.245,14.346
Summer Solar LLC,34.7147,-118.311,,,,23.385,56.063,57.081,54.614000000000000
Summit Farms Solar,36.4765,-76.136,,,,4.58,125.682,114.754,122.208
Sumrall I Solar Farm,31.4035,-89.4976,,,,,58.235,116.156,109.351
Sumrall II Solar Farm,31.3971,-89.4859,,,,,4.019,108.749,101.175
Sun City Project LLC,35.9831,-120.1103,44.298,42.897,42.695,41.95,35.508,37.136,32.409
Sun Devil Solar,36.432,-77.9703,,,0.114,8.891,8.93,8.422,8.746
Sun Farm V  LLC,36.1606,-76.4894,,,,,,0.14300000000000000,9.224
Sun Farm VI  LLC,36.1144,-76.5078,,,,,,0.511,10.727
SunE Alamosa,37.6903,-105.8805,16.907,16.601,2.638,2.636,34.876,15.939,15.517
SunE CPS1 LLC,29.245,-98.4183,18.571,19.245,17.753,19.343,19.164,16.254,16.5
SunE CPS2 LLC,29.245,-98.4183,19.684,19.39,17.514,19.235,19.16,16.734,17.292
SunE CPS3 LLC,29.2219,-98.6692,21.471,20.75,19.484,21.103,20.663,16.423000000000000,18.086000000000000
SunE EPE1 LLC,32.0344,-106.341,26.382,27.118000000000000,25.963,14.41,22.882,23.240000000000000,25.416
SunE EPE2 LLC,32.2517,-106.9133,33.408,32.897,30.983,32.05,31.330000000000000,26.709,29.12
SunE Feely 1 CSG  LLC,44.6552,-93.1104,,,,,,2.115,7.317
SunE Stolee CSG  LLC,44.1739,-93.3505,,,,,,3.763,4.66
SunEnergy1-Scotland Neck  LLC,36.125,-77.4091,,0,4.84,6.336,6.388,5.49,5.896
Sunfish Farm,35.5581,-78.7358,,,2.1390000000000000,9.906,9.849,8.574,9.067
Sunflower Solar,36.395,-77.593,,,,,0.02,27.554000000000000,32.95
Sunray 2,34.8634,-116.8276,11.982000000000000,11.04,15.204000000000000,,33.317,59.838,58.923
Sunray 3,34.8634,-116.8276,36.424,9.191000000000000,,,20.615000000000000,37.303,39.125
Sunrise Community Solar,45.475,-92.8911,,,,0,8.02,8.529,6.848
Sunset Reservoir North Basin,37.7509,-122.4818,2.582,6.640000000000000,6.759,6.8790000000000000,6.545,6.905,6.572
Sunshine Gateway Solar Energy Center,30.29,-82.75,,,,,,,145.719
Sunshine Valley Solar,36.518,-116.497,,,,,,,7.9670000000000000
Susquehanna University Solar,40.7952,-76.8825,,,,,,0.812,4.715
Sutter Greenworks LLC,40.9281,-72.7711,,,0.608,9.499,8.788,8.821,9.087
Suwannee Solar Facility,30.3763,-83.1741,,,,,1.871,14.767,18.748
Swamp Fox Solar,33.7915,-81.2562,,,,,0.5690000000000000,22.327,23.429000000000000
Sweetgum Solar,35.4583,-79.1811,,,0.003,10.002,9.971,9.261000000000000,9.384
Sweetwater Solar,41.6291,-109.6835,,,,,,0.8240000000000000,180.138
Syncarpha Blandford Hybrid CSG,42.2131,-72.9389,,,,,,,0
Syncarpha Freetown,41.7689,-70.7865,,,,0.45,6.452,6.322,6.8100000000000000
Syncarpha Palmer  LLC,42.2228,-72.3095,,,0.068,8.274000000000000,7.421,7.219,7.5760000000000000
Synergen Panorama  LLC CSG,38.7721,-76.9734,,,,,,,4.546
TA-Acacia  LLC,34.6892,-118.3247,,3.609,62.489000000000000,62.028,59.142,38.876,57.800000000000000
TA-High Desert LLC,34.7089,-118.3047,44.395,57.733000000000000,57.212,55.872,55.251,56.152,49.82
TPE Pennsylvania Solar 1  LLC,40.1985,-76.1616,,,,,,,1.532
TPE Whitney Solar  LLC,32.05,-97.35,,,,,,,22.101
TWE Chocowinity Solar  LLC,35.5017,-77.1056,,,0.117,6.998,7.283,6.954,6.958
TWE New Bern Solar Project  LLC,35.1543,-77.1343,,,,1.74,6.506,6.237,6.154
Tamworth Holdings,34.7456,-78.4212,,,,,,,11.746
Tanager Holdings,35.7527,-79.7846,,,,,,,11.746
Tanglewood Circle Solar 1 LLC,42.252,-73.11,,,,,,0.2,7.09
Tarboro Solar,35.8581,-77.4992,,,,7.651,9.024000000000000,9.623,8.208
Target Shafter,34.1119,-117.2733,,,,,,5.805,3.217
Tart Farm,35.2044,-78.6811,,,,5.46,9.373,8.887,8.912
Tatanka Wi,45.2108,-93.8843,,,,,0,11.327,11.208
Taurus Community Solar,44.9503,-95.6915,,,,,,1.96,5.972
Taylor County Solar,32.5831,-84.2972,,,,33.134,298.044,288.968,295.93
Taylors Falls CSG,45.3918,-92.6843,,,,,0.304,6.9990000000000000,6.243
Tech Park Solar,32.0979,-110.8157,,14.095,12.583,13.055,12.993,13.385,13.302
Techren Solar I LLC,35.8513,-114.9744,,,,,,,232.044
Techren Solar II LLC,35.8673,-114.9564,,,,,,,175.258
Templeton,42.5212,-72.0673,,0.041,4.971,5.484,4.924,4.73,4.062
Tequesquite Landfill Solar PV Project,33.9782,-117.3851,,,6.589,15.367,14.684000000000000,14.85,14.487
The City of Vineland at West Vineland,39.4624,-75.07,6.676,6.631,6.587,6.3870000000000000,6.335,3.724,3.891
The Lawrenceville School Solar Facility,40.3014,-74.7221,8.913,8.89515,9.204,9.255,8.629,8.075,8.724
Thornton PV1,35.3958,-77.6617,,,0.014,8.523,9.057,8.362,8.427
Three Peaks Power,37.8271,-113.1371,,,,8.739,220.677,225.931,216.71800000000000
Thunderegg Solar Center  LLC,43.931,-116.9876,,,,0.666,20.302,22.331,22.444
Tiburon Holdings,35.9033,-80.4169,,,,0.115,9.531,9.174,9.467
Tides Lane Farm,36.0694,-78.2988,,,,,,,0
Tiller CSG,45.435,-94.0403,,,,,,1.6320000000000000,6.0840000000000000
Tinton Falls Solar Farm,40.2639,-74.0842,26.356,24.953,25.113,27.026,24.91236,24.989,22.813
Tipton Solar Park,40.2761,-86.0769,,,,,,,5.258
Tissington Solar,41.2003,-74.4919,,,,,,,0.7020000000000000
Titan Solar,39.6865,-104.014,,,,,,2.399,103.639
Titusville Solar,40.2928,-74.8472,6.9814800000000000,6.72903,7.15869,6.5840000000000000,6.3870000000000000,3.964,6.916
Tolland Solar NG LLC,42.0895,-73.0614,,,,,,,4.6770000000000000
Tolson Solar,35.8296,-77.6159,,,,0,5.0120000000000000,5.675,5.551
Topaz Solar Farm,35.4056,-120.0686,401.308,1105.857,1301.337,1265.76,1237.532,1335.727,1255.722
Town of Needham VNEM CSG,42.2767,-71.2594,,,,3.499,4.204,3.9570000000000000,3.5620000000000000
Town of Rocky Hill PV CSG,41.6432,-72.633,,,,,0,1.1520000000000000,1.489
Toyota HQ Plan,33.0842,-96.8411,,,,,2.30571,10.611,12.118
Toys R Us- DE  Inc. at Mt. Olive  NJ,40.8189,-74.7186,5.135,4.852,5.133,5.253,4.913,4.7780000000000000,5.1690000000000000
Tracy Solar,35.7998,-78.1398,,,0.99,19.558,19.779,18.497,18.549
Trenton Solar Power Plant,29.6351,-82.8431,,,,,,,3.275
Trinity Solar,35.8702,-79.9282,,,,,,,2.367
Tripple State Farm,35.735,-80.7749,,,,2.025,10.135,9.459,9.628
Tropico Solar PV Plant,35.8319,-119.0561,,,,7.872,35.428,35.195,34.269
True North,42.8475,-70.8983,,9.585,7.339,7.354,6.9270000000000000,6.742,6.7860000000000000
Tulare 1 and 2,36.2,-119.42,,5.58,5.946,5.885,5.706,5.3260000000000000,5.2090000000000000
Tumbleweed Solar  LLC,44.1926,-121.2331,,,,,0.146,20.563,19.261
Turkey Branch Solar LLC,34.5244,-79.1044,,2.06,7.691,9.24,9.702,8.839,8.804
Turkey Creek PV1,36.4414,-77.1356,,,,,9.675,22.448,24.587
Turquoise Liberty Solar,39.59,-119.52,,,,,,,1.348
Turrill Solar Farm,43.0347,-83.3089,,,,,18.35,26.636,26.768
Tuttle,35.2666,-97.8465,,,,,7.471,8.41,7.086
Two Lines Farm,35.6292,-81.3267,,9.33669,8.92,9.43,8.782,8.488,8.651
Two Mile Desert Project,36.22,-76.46,,,,,,,16.029
Two Mile Solar,36.2231,-76.4619,,,4.037,8.864,9.171,8.879,8.387
UC Davis South Campus,38.55,-121.75,,,4.953,29.651,29.454,30.821,29.877
UC Merced Solar Hybrid,37.3657,-120.4322,,,,,,0.22,8.484
UC Riverside Lots 30 & 32,33.9704,-117.331,,,,,,6.924,6.271
UMASS,42.3913,-72.5325,,,,,5.2250000000000000,5.716,5.551
US Foods Solar,40.5344,-74.2752,,,,,9.049,8.087,8.659
US-TOPCO (Soccer Center),34.6607,-118.0812,,,,0,7.301,10.896,6.604
USPS PV,33.9779,-118.2587,,,,,8.064,16.925,16.449
University Solar  LLC,41.6133,-71.6593,,,,,,,0
Upchurch Solar Center LLC,35.7819,-77.8839,,0.113,9.143,9.542,9.232,8.797,8.697000000000000
Upper Blackstone (MA) Treasure Valley,42.3328,-71.9876,,2.695,7.391,7.755,5.702,6.567,6.954
Upton County Solar,31.2418,-102.2903,,,,,21.965,397.803,403.654
Ursa Community Solar,44.6716,-93.0826,,,,,7.878,8.663,6.755
Utah Red Hills Renewable Energy Park,37.8828,-112.9042,,,12.281,208.071,209.574,209.479,198.228
VA Sepulveda Ambulatory Care Center,34.2489,-118.4833,,5.968,6.595,5.896,5.168,4.3180000000000000,4.8790000000000000
Vale Air Solar Center  LLC,43.965,-117.2581,,,,1.159,19.863,21.863,21.926000000000000
Valencia 1 Solar CA,33.0436,-115.6278,,,,,1.226,6.6770000000000000,6.471
Valencia Solar,32.1458,-110.8669,,25.14,23.224,23.552,26.409,24.922,24.677
Valentine Solar  LLC,34.9042,-118.3843,,,,,,,22.707
Valley Center,33.2503,-117.0226,,,,0.34500000000000000,5.9430000000000000,5.9750000000000000,5.6240000000000000
Valley Center 2,33.2342,-117.0017,0.198,10.907,12.279,11.571,5.306,11.382,10.321
Valley View Solar,40.4188,-104.8919,,,0.163,9.91,9.103,7.881,9.626
